game,winner,timeout,adjudicated_timeout,target_value_strength,steps,walls,invalid_moves,examples_generated,replay_size,policy_loss,value_loss,total_loss,best_value_loss,avg_root_max_visit_ratio,action_temperature,temperature_after_drop,temperature_drop_step,target_policy_temperature,num_simulations,mcts_batch_size
333,1,0,0,1.0,19,7,0,19,7068,1.375644,0.357121,1.732765,0.171304,0.720587,0.0,0.0,8,1.0,600,1
334,2,0,0,1.0,18,8,0,18,7086,1.460617,0.440692,1.901309,0.171304,0.689668,0.0,0.0,8,1.0,600,1
335,1,0,0,1.0,25,7,0,25,7111,1.396865,0.294514,1.691379,0.171304,0.723139,0.0,0.0,8,1.0,600,1
336,1,1,1,0.3,70,8,0,70,7181,1.428375,0.383827,1.812201,0.171304,0.750346,0.0,0.0,8,1.0,600,1
337,1,0,0,1.0,21,8,0,21,7202,1.377186,0.404147,1.781333,0.171304,0.793068,0.0,0.0,8,1.0,600,1
338,2,0,0,1.0,22,7,0,22,7224,1.408861,0.421591,1.830452,0.171304,0.719077,0.0,0.0,8,1.0,600,1
339,1,0,0,1.0,13,4,0,13,7237,1.395503,0.427907,1.82341,0.171304,0.543984,0.0,0.0,8,1.0,600,1
340,1,0,0,1.0,9,3,0,9,7246,1.327628,0.393086,1.720714,0.171304,0.548878,0.0,0.0,8,1.0,600,1
341,2,0,0,1.0,18,6,0,18,7264,1.29663,0.38387,1.6805,0.171304,0.660638,0.0,0.0,8,1.0,600,1
342,1,0,0,1.0,15,6,0,15,7279,1.43919,0.328331,1.767521,0.171304,0.6867,0.0,0.0,8,1.0,600,1
343,1,0,0,1.0,19,7,0,19,7298,1.428855,0.405511,1.834365,0.171304,0.735524,0.0,0.0,8,1.0,600,1
344,1,0,0,1.0,23,6,0,23,7321,1.355178,0.412573,1.76775,0.171304,0.62343,0.0,0.0,8,1.0,600,1
345,,1,0,0.3,70,8,0,70,7391,1.379729,0.405869,1.785598,0.171304,0.769163,0.0,0.0,8,1.0,600,1
346,2,0,0,1.0,14,6,0,14,7405,1.419443,0.38841,1.807853,0.171304,0.657047,0.0,0.0,8,1.0,600,1
347,1,0,0,1.0,15,6,0,15,7420,1.321123,0.263384,1.584507,0.171304,0.648748,0.0,0.0,8,1.0,600,1
348,1,0,0,1.0,19,7,0,19,7439,1.41743,0.389255,1.806685,0.171304,0.642211,0.0,0.0,8,1.0,600,1
349,,1,0,0.3,70,8,0,70,7509,1.324624,0.389416,1.714041,0.171304,0.917124,0.0,0.0,8,1.0,600,1
350,1,0,0,1.0,19,7,0,19,7528,1.4358,0.391194,1.826994,0.171304,0.68465,0.0,0.0,8,1.0,600,1
351,1,0,0,1.0,19,7,0,19,7547,1.395274,0.391276,1.78655,0.171304,0.719005,0.0,0.0,8,1.0,600,1
352,1,0,0,1.0,17,6,0,17,7564,1.380973,0.386829,1.767802,0.171304,0.691447,0.0,0.0,8,1.0,600,1
353,1,0,0,1.0,19,7,0,19,7583,1.386565,0.398608,1.785173,0.171304,0.710131,0.0,0.0,8,1.0,600,1
354,2,0,0,1.0,22,8,0,22,7605,1.370118,0.358357,1.728475,0.171304,0.760738,0.0,0.0,8,1.0,600,1
355,1,0,0,1.0,17,7,0,17,7622,1.430706,0.361687,1.792393,0.171304,0.703918,0.0,0.0,8,1.0,600,1
356,1,0,0,1.0,17,4,0,17,7639,1.341648,0.385266,1.726914,0.171304,0.701169,0.0,0.0,8,1.0,600,1
357,2,0,0,1.0,20,8,0,20,7659,1.32497,0.393804,1.718775,0.171304,0.639065,0.0,0.0,8,1.0,600,1
358,1,0,0,1.0,17,7,0,17,7676,1.374763,0.278635,1.653399,0.171304,0.705686,0.0,0.0,8,1.0,600,1
359,2,0,0,1.0,18,8,0,18,7694,1.425495,0.290923,1.716418,0.171304,0.66611,0.0,0.0,8,1.0,600,1
360,1,0,0,1.0,15,6,0,15,7709,1.305758,0.451894,1.757652,0.171304,0.708292,0.0,0.0,8,1.0,600,1
361,1,0,0,1.0,27,8,0,27,7736,1.270757,0.378179,1.648936,0.171304,0.732393,0.0,0.0,8,1.0,600,1
362,2,0,0,1.0,22,8,0,22,7758,1.323201,0.340278,1.663479,0.171304,0.681059,0.0,0.0,8,1.0,600,1
363,2,0,0,1.0,24,8,0,24,7782,1.426723,0.37935,1.806073,0.171304,0.778033,0.0,0.0,8,1.0,600,1
364,1,0,0,1.0,17,6,0,17,7799,1.440746,0.325057,1.765804,0.171304,0.687911,0.0,0.0,8,1.0,600,1
365,2,0,0,1.0,22,8,0,22,7821,1.258545,0.487462,1.746007,0.171304,0.732357,0.0,0.0,8,1.0,600,1
366,2,0,0,1.0,18,8,0,18,7839,1.342051,0.357279,1.69933,0.171304,0.767483,0.0,0.0,8,1.0,600,1
367,1,0,0,1.0,17,7,0,17,7856,1.316759,0.478343,1.795102,0.171304,0.665619,0.0,0.0,8,1.0,600,1
368,1,0,0,1.0,33,8,0,33,7889,1.360802,0.328694,1.689496,0.171304,0.747104,0.0,0.0,8,1.0,600,1
369,2,0,0,1.0,26,7,0,26,7915,1.425969,0.432716,1.858685,0.171304,0.713497,0.0,0.0,8,1.0,600,1
370,2,0,0,1.0,26,8,0,26,7941,1.40306,0.376972,1.780032,0.171304,0.710415,0.0,0.0,8,1.0,600,1
371,2,0,0,1.0,22,7,0,22,7963,1.243894,0.338072,1.581966,0.171304,0.724844,0.0,0.0,8,1.0,600,1
372,2,0,0,1.0,20,7,0,20,7983,1.161998,0.389328,1.551326,0.171304,0.69975,0.0,0.0,8,1.0,600,1
373,2,0,0,1.0,28,8,0,28,8011,1.307736,0.355568,1.663304,0.171304,0.672013,0.0,0.0,8,1.0,600,1
374,1,0,0,1.0,15,5,0,15,8026,1.308414,0.358639,1.667053,0.171304,0.593545,0.0,0.0,8,1.0,600,1
375,2,0,0,1.0,30,8,0,30,8056,1.497911,0.384905,1.882815,0.171304,0.774624,0.0,0.0,8,1.0,600,1
376,2,0,0,1.0,18,8,0,18,8074,1.275242,0.497602,1.772844,0.171304,0.73734,0.0,0.0,8,1.0,600,1
377,1,0,0,1.0,19,7,0,19,8093,1.296331,0.419763,1.716094,0.171304,0.684738,0.0,0.0,8,1.0,600,1
378,2,0,0,1.0,18,6,0,18,8111,1.387334,0.432572,1.819906,0.171304,0.681135,0.0,0.0,8,1.0,600,1
379,2,0,0,1.0,28,7,0,28,8139,1.385152,0.404537,1.789689,0.171304,0.67243,0.0,0.0,8,1.0,600,1
380,1,0,0,1.0,17,7,0,17,8156,1.274025,0.493163,1.767188,0.171304,0.682215,0.0,0.0,8,1.0,600,1
381,2,0,0,1.0,20,7,0,20,8176,1.226771,0.383196,1.609967,0.171304,0.720785,0.0,0.0,8,1.0,600,1
382,1,0,0,1.0,17,7,0,17,8193,1.262415,0.381628,1.644042,0.171304,0.786016,0.0,0.0,8,1.0,600,1
383,1,0,0,1.0,13,5,0,13,8206,1.253688,0.297253,1.550941,0.171304,0.6751,0.0,0.0,8,1.0,600,1
384,1,0,0,1.0,17,7,0,17,8223,1.201254,0.405457,1.606711,0.171304,0.654915,0.0,0.0,8,1.0,600,1
385,1,0,0,1.0,9,4,0,9,8232,1.307941,0.423364,1.731305,0.171304,0.616769,0.0,0.0,8,1.0,600,1
386,1,0,0,1.0,23,7,0,23,8255,1.432234,0.354962,1.787196,0.171304,0.625535,0.0,0.0,8,1.0,600,1
387,2,0,0,1.0,28,7,0,28,8283,1.400574,0.506447,1.907021,0.171304,0.687813,0.0,0.0,8,1.0,600,1
388,1,0,0,1.0,19,6,0,19,8302,1.441089,0.436246,1.877335,0.171304,0.70811,0.0,0.0,8,1.0,600,1
389,2,0,0,1.0,24,8,0,24,8326,1.46608,0.427536,1.893616,0.171304,0.682248,0.0,0.0,8,1.0,600,1
390,2,0,0,1.0,18,7,0,18,8344,1.403045,0.423941,1.826986,0.171304,0.677054,0.0,0.0,8,1.0,600,1
391,2,0,0,1.0,18,6,0,18,8362,1.434945,0.360413,1.795358,0.171304,0.713133,0.0,0.0,8,1.0,600,1
392,1,0,0,1.0,19,8,0,19,8381,1.201102,0.369934,1.571036,0.171304,0.65706,0.0,0.0,8,1.0,600,1
393,1,0,0,1.0,33,8,0,33,8414,1.384789,0.418987,1.803776,0.171304,0.764203,0.0,0.0,8,1.0,600,1
394,1,0,0,1.0,17,6,0,17,8431,1.514876,0.397594,1.91247,0.171304,0.722577,0.0,0.0,8,1.0,600,1
395,1,0,0,1.0,19,6,0,19,8450,1.351415,0.464032,1.815447,0.171304,0.662156,0.0,0.0,8,1.0,600,1
396,1,0,0,1.0,19,8,0,19,8469,1.318717,0.412223,1.73094,0.171304,0.682805,0.0,0.0,8,1.0,600,1
397,1,0,0,1.0,19,8,0,19,8488,1.220713,0.448061,1.668773,0.171304,0.730779,0.0,0.0,8,1.0,600,1
398,1,0,0,1.0,19,7,0,19,8507,1.350155,0.573296,1.923451,0.171304,0.714612,0.0,0.0,8,1.0,600,1
399,1,0,0,1.0,23,7,0,23,8530,1.410736,0.431226,1.841963,0.171304,0.702983,0.0,0.0,8,1.0,600,1
400,2,0,0,1.0,22,8,0,22,8552,1.271873,0.369652,1.641525,0.171304,0.744802,0.0,0.0,8,1.0,600,1
401,1,0,0,1.0,17,6,0,17,8569,1.206444,0.326477,1.532921,0.171304,0.723952,0.0,0.0,8,1.0,600,1
402,2,0,0,1.0,26,7,0,26,8595,1.297958,0.335832,1.63379,0.171304,0.703288,0.0,0.0,8,1.0,600,1
403,1,0,0,1.0,19,7,0,19,8614,1.261359,0.448254,1.709614,0.171304,0.697303,0.0,0.0,8,1.0,600,1
404,1,0,0,1.0,17,5,0,17,8631,1.445159,0.442572,1.887732,0.171304,0.748895,0.0,0.0,8,1.0,600,1
405,1,0,0,1.0,21,7,0,21,8652,1.437616,0.362997,1.800613,0.171304,0.725654,0.0,0.0,8,1.0,600,1
406,1,0,0,1.0,17,8,0,17,8669,1.315835,0.319501,1.635337,0.171304,0.775606,0.0,0.0,8,1.0,600,1
407,1,0,0,1.0,27,8,0,27,8696,1.461252,0.412114,1.873366,0.171304,0.714215,0.0,0.0,8,1.0,600,1
408,1,0,0,1.0,23,8,0,23,8719,1.31798,0.371462,1.689442,0.171304,0.737388,0.0,0.0,8,1.0,600,1
409,2,0,0,1.0,18,8,0,18,8737,1.38553,0.488984,1.874514,0.171304,0.632814,0.0,0.0,8,1.0,600,1
410,1,0,0,1.0,21,8,0,21,8758,1.361168,0.474996,1.836164,0.171304,0.687654,0.0,0.0,8,1.0,600,1
411,2,0,0,1.0,22,8,0,22,8780,1.388762,0.530903,1.919665,0.171304,0.709516,0.0,0.0,8,1.0,600,1
412,1,0,0,1.0,17,8,0,17,8797,1.456665,0.425441,1.882106,0.171304,0.664146,0.0,0.0,8,1.0,600,1
413,1,0,0,1.0,19,7,0,19,8816,1.253988,0.363783,1.617771,0.171304,0.658466,0.0,0.0,8,1.0,600,1
414,2,0,0,1.0,24,7,0,24,8840,1.40398,0.512178,1.916158,0.171304,0.695604,0.0,0.0,8,1.0,600,1
415,2,0,0,1.0,18,6,0,18,8858,1.489259,0.410805,1.900064,0.171304,0.672139,0.0,0.0,8,1.0,600,1
416,1,0,0,1.0,21,8,0,21,8879,1.374608,0.376825,1.751432,0.171304,0.747913,0.0,0.0,8,1.0,600,1
417,2,0,0,1.0,16,6,0,16,8895,1.308666,0.262901,1.571566,0.171304,0.6899,0.0,0.0,8,1.0,600,1
418,1,0,0,1.0,17,6,0,17,8912,1.472126,0.457639,1.929766,0.171304,0.617598,0.0,0.0,8,1.0,600,1
419,1,0,0,1.0,17,6,0,17,8929,1.380069,0.299519,1.679587,0.171304,0.605617,0.0,0.0,8,1.0,600,1
420,1,0,0,1.0,17,8,0,17,8946,1.28689,0.428254,1.715143,0.171304,0.660316,0.0,0.0,8,1.0,600,1
421,2,0,0,1.0,16,6,0,16,8962,1.2804,0.340634,1.621034,0.171304,0.641799,0.0,0.0,8,1.0,600,1
422,2,0,0,1.0,18,8,0,18,8980,1.38063,0.407638,1.788269,0.171304,0.744574,0.0,0.0,8,1.0,600,1
423,1,0,0,1.0,17,6,0,17,8997,1.445506,0.437626,1.883132,0.171304,0.724344,0.0,0.0,8,1.0,600,1
424,1,0,0,1.0,31,8,0,31,9028,1.319587,0.345874,1.665461,0.171304,0.814476,0.0,0.0,8,1.0,600,1
425,1,0,0,1.0,15,7,0,15,9043,1.398985,0.315737,1.714722,0.171304,0.728436,0.0,0.0,8,1.0,600,1
426,1,0,0,1.0,11,6,0,11,9054,1.444825,0.352782,1.797607,0.171304,0.573076,0.0,0.0,8,1.0,600,1
427,1,0,0,1.0,23,8,0,23,9077,1.506168,0.261962,1.76813,0.171304,0.715323,0.0,0.0,8,1.0,600,1
428,1,0,0,1.0,17,7,0,17,9094,1.387896,0.385198,1.773094,0.171304,0.681233,0.0,0.0,8,1.0,600,1
429,1,0,0,1.0,21,6,0,21,9115,1.299251,0.344961,1.644212,0.171304,0.640432,0.0,0.0,8,1.0,600,1
430,1,0,0,1.0,19,6,0,19,9134,1.332074,0.436112,1.768186,0.171304,0.691943,0.0,0.0,8,1.0,600,1
431,2,0,0,1.0,24,8,0,24,9158,1.398178,0.462022,1.860201,0.171304,0.762104,0.0,0.0,8,1.0,600,1
432,1,0,0,1.0,19,8,0,19,9177,1.261608,0.384749,1.646357,0.171304,0.705738,0.0,0.0,8,1.0,600,1
433,2,0,0,1.0,22,8,0,22,9199,1.346965,0.407608,1.754573,0.171304,0.737138,0.0,0.0,8,1.0,600,1
434,2,0,0,1.0,22,6,0,22,9221,1.387124,0.399321,1.786445,0.171304,0.713082,0.0,0.0,8,1.0,600,1
435,2,0,0,1.0,14,8,0,14,9235,1.386877,0.368844,1.755721,0.171304,0.724779,0.0,0.0,8,1.0,600,1
436,2,0,0,1.0,22,8,0,22,9257,1.35756,0.451431,1.808991,0.171304,0.692594,0.0,0.0,8,1.0,600,1
437,2,0,0,1.0,18,6,0,18,9275,1.251118,0.305203,1.556321,0.171304,0.641625,0.0,0.0,8,1.0,600,1
438,1,0,0,1.0,19,7,0,19,9294,1.405022,0.315374,1.720396,0.171304,0.748968,0.0,0.0,8,1.0,600,1
439,2,0,0,1.0,16,5,0,16,9310,1.269858,0.414417,1.684275,0.171304,0.650146,0.0,0.0,8,1.0,600,1
440,1,0,0,1.0,19,6,0,19,9329,1.361408,0.449782,1.81119,0.171304,0.660487,0.0,0.0,8,1.0,600,1
441,2,0,0,1.0,18,8,0,18,9347,1.338002,0.40212,1.740122,0.171304,0.711556,0.0,0.0,8,1.0,600,1
442,1,0,0,1.0,19,7,0,19,9366,1.509503,0.304103,1.813606,0.171304,0.698533,0.0,0.0,8,1.0,600,1
443,2,0,0,1.0,18,7,0,18,9384,1.419667,0.517934,1.9376,0.171304,0.744296,0.0,0.0,8,1.0,600,1
444,1,0,0,1.0,23,8,0,23,9407,1.294298,0.43158,1.725878,0.171304,0.686144,0.0,0.0,8,1.0,600,1
445,2,0,0,1.0,18,6,0,18,9425,1.417603,0.462862,1.880465,0.171304,0.667223,0.0,0.0,8,1.0,600,1
446,2,0,0,1.0,18,8,0,18,9443,1.331047,0.331226,1.662273,0.171304,0.759321,0.0,0.0,8,1.0,600,1
447,2,0,0,1.0,22,7,0,22,9465,1.380555,0.448177,1.828732,0.171304,0.691228,0.0,0.0,8,1.0,600,1
448,1,0,0,1.0,17,7,0,17,9482,1.357629,0.343687,1.701316,0.171304,0.745556,0.0,0.0,8,1.0,600,1
449,1,0,0,1.0,11,5,0,11,9493,1.355608,0.366891,1.722499,0.171304,0.657156,0.0,0.0,8,1.0,600,1
450,1,0,0,1.0,19,8,0,19,9512,1.489864,0.362858,1.852723,0.171304,0.740093,0.0,0.0,8,1.0,600,1
451,2,0,0,1.0,20,7,0,20,9532,1.334764,0.37718,1.711944,0.171304,0.762354,0.0,0.0,8,1.0,600,1
452,1,0,0,1.0,19,6,0,19,9551,1.370874,0.439641,1.810514,0.171304,0.721202,0.0,0.0,8,1.0,600,1
453,1,0,0,1.0,21,7,0,21,9572,1.256291,0.347203,1.603494,0.171304,0.708244,0.0,0.0,8,1.0,600,1
454,2,0,0,1.0,20,8,0,20,9592,1.472481,0.565324,2.037805,0.171304,0.729549,0.0,0.0,8,1.0,600,1
455,2,0,0,1.0,20,6,0,20,9612,1.333089,0.354247,1.687336,0.171304,0.72596,0.0,0.0,8,1.0,600,1
456,2,0,0,1.0,22,8,0,22,9634,1.344755,0.430268,1.775023,0.171304,0.732281,0.0,0.0,8,1.0,600,1
457,1,0,0,1.0,21,8,0,21,9655,1.395895,0.314136,1.710031,0.171304,0.761348,0.0,0.0,8,1.0,600,1
458,2,0,0,1.0,18,8,0,18,9673,1.459326,0.380459,1.839785,0.171304,0.760434,0.0,0.0,8,1.0,600,1
459,1,0,0,1.0,19,7,0,19,9692,1.338517,0.461534,1.800051,0.171304,0.726913,0.0,0.0,8,1.0,600,1
460,2,0,0,1.0,20,7,0,20,9712,1.442938,0.360363,1.803301,0.171304,0.682805,0.0,0.0,8,1.0,600,1
461,2,0,0,1.0,26,8,0,26,9738,1.389915,0.422634,1.812549,0.171304,0.707654,0.0,0.0,8,1.0,600,1
462,2,0,0,1.0,18,6,0,18,9756,1.316175,0.335871,1.652046,0.171304,0.637915,0.0,0.0,8,1.0,600,1
463,1,0,0,1.0,15,6,0,15,9771,1.323925,0.397157,1.721082,0.171304,0.683806,0.0,0.0,8,1.0,600,1
464,1,0,0,1.0,17,7,0,17,9788,1.428994,0.437248,1.866242,0.171304,0.744378,0.0,0.0,8,1.0,600,1
465,1,0,0,1.0,19,8,0,19,9807,1.359865,0.471892,1.831758,0.171304,0.776294,0.0,0.0,8,1.0,600,1
466,1,1,1,0.3,70,8,0,70,9877,1.474174,0.447928,1.922102,0.171304,0.787718,0.0,0.0,8,1.0,600,1
467,1,0,0,1.0,17,7,0,17,9894,1.329382,0.419607,1.748989,0.171304,0.65845,0.0,0.0,8,1.0,600,1
468,1,0,0,1.0,19,7,0,19,9913,1.259537,0.376816,1.636354,0.171304,0.711273,0.0,0.0,8,1.0,600,1
469,1,0,0,1.0,23,8,0,23,9936,1.506379,0.517307,2.023686,0.171304,0.751034,0.0,0.0,8,1.0,600,1
470,1,0,0,1.0,17,7,0,17,9953,1.361838,0.42232,1.784158,0.171304,0.663262,0.0,0.0,8,1.0,600,1
471,1,0,0,1.0,17,8,0,17,9970,1.379096,0.391293,1.770389,0.171304,0.712364,0.0,0.0,8,1.0,600,1
472,1,0,0,1.0,19,7,0,19,9989,1.282747,0.504196,1.786942,0.171304,0.771461,0.0,0.0,8,1.0,600,1
473,1,0,0,1.0,19,7,0,19,10008,1.368923,0.335499,1.704421,0.171304,0.684562,0.0,0.0,8,1.0,600,1
474,1,0,0,1.0,17,7,0,17,10025,1.564422,0.385161,1.949583,0.171304,0.668663,0.0,0.0,8,1.0,600,1
475,1,0,0,1.0,25,7,0,25,10050,1.33048,0.444524,1.775005,0.171304,0.679265,0.0,0.0,8,1.0,600,1
476,1,0,0,1.0,15,6,0,15,10065,1.436532,0.509947,1.946479,0.171304,0.688481,0.0,0.0,8,1.0,600,1
477,1,0,0,1.0,19,7,0,19,10084,1.376165,0.360901,1.737066,0.171304,0.734733,0.0,0.0,8,1.0,600,1
478,1,0,0,1.0,27,7,0,27,10111,1.465943,0.519619,1.985562,0.171304,0.73734,0.0,0.0,8,1.0,600,1
479,1,0,0,1.0,17,6,0,17,10128,1.402328,0.279783,1.68211,0.171304,0.708632,0.0,0.0,8,1.0,600,1
480,1,0,0,1.0,27,8,0,27,10155,1.417852,0.323211,1.741063,0.171304,0.754838,0.0,0.0,8,1.0,600,1
481,1,0,0,1.0,19,8,0,19,10174,1.410731,0.39446,1.805191,0.171304,0.674282,0.0,0.0,8,1.0,600,1
482,2,0,0,1.0,16,6,0,16,10190,1.450605,0.35549,1.806095,0.171304,0.670701,0.0,0.0,8,1.0,600,1
483,1,0,0,1.0,17,7,0,17,10207,1.418082,0.379377,1.797459,0.171304,0.660905,0.0,0.0,8,1.0,600,1
484,2,0,0,1.0,18,6,0,18,10225,1.393664,0.33871,1.732373,0.171304,0.698386,0.0,0.0,8,1.0,600,1
485,2,0,0,1.0,18,7,0,18,10243,1.401895,0.364856,1.766751,0.171304,0.67993,0.0,0.0,8,1.0,600,1
486,2,0,0,1.0,14,8,0,14,10257,1.306242,0.448867,1.75511,0.171304,0.69151,0.0,0.0,8,1.0,600,1
487,1,0,0,1.0,17,7,0,17,10274,1.458405,0.358118,1.816524,0.171304,0.690857,0.0,0.0,8,1.0,600,1
488,1,0,0,1.0,23,8,0,23,10297,1.201764,0.304458,1.506222,0.171304,0.804457,0.0,0.0,8,1.0,600,1
489,1,0,0,1.0,15,5,0,15,10312,1.339826,0.417645,1.757471,0.171304,0.587312,0.0,0.0,8,1.0,600,1
490,2,0,0,1.0,26,8,0,26,10338,1.440453,0.33739,1.777843,0.171304,0.800244,0.0,0.0,8,1.0,600,1
491,2,0,0,1.0,20,8,0,20,10358,1.379437,0.474411,1.853848,0.171304,0.772454,0.0,0.0,8,1.0,600,1
492,1,0,0,1.0,17,7,0,17,10375,1.329308,0.399413,1.728721,0.171304,0.628204,0.0,0.0,8,1.0,600,1
493,2,0,0,1.0,40,8,0,40,10415,1.495751,0.48753,1.983281,0.171304,0.780593,0.0,0.0,8,1.0,600,1
494,1,0,0,1.0,17,8,0,17,10432,1.262294,0.445925,1.708219,0.171304,0.708436,0.0,0.0,8,1.0,600,1
495,1,0,0,1.0,19,8,0,19,10451,1.19561,0.402752,1.598362,0.171304,0.655391,0.0,0.0,8,1.0,600,1
496,1,0,0,1.0,19,8,0,19,10470,1.172467,0.380778,1.553245,0.171304,0.737896,0.0,0.0,8,1.0,600,1
497,1,0,0,1.0,21,7,0,21,10491,1.377958,0.432972,1.81093,0.171304,0.663805,0.0,0.0,8,1.0,600,1
498,1,0,0,1.0,15,6,0,15,10506,1.366866,0.377529,1.744395,0.171304,0.595326,0.0,0.0,8,1.0,600,1
499,2,0,0,1.0,14,8,0,14,10520,1.449775,0.392789,1.842565,0.171304,0.640711,0.0,0.0,8,1.0,600,1
500,2,0,0,1.0,18,8,0,18,10538,1.347334,0.395093,1.742427,0.171304,0.792339,0.0,0.0,8,1.0,600,1
